rowid,track_id,year,period,rank,top_20,word_count,mtld,avg_word_length,repetition_score,hapax_ratio,compression_ratio,ttr,song,artist
31,/wiki/Show_Me_the_Meaning_of_Being_Lonely,2000,2000-2005,31,other,303,41.2848901621549,3.7755775577557755,0.1232876712328767,0.16501650165016502,0.2848318462594372,0.31353135313531355,Show Me the Meaning of Being Lonely,Backstreet Boys
32,/wiki/Hot_Boyz_(song),2000,2000-2005,32,other,603,17.912826384345443,3.504145936981758,0.11371237458193979,0.0978441127694859,0.2993793355239138,0.23548922056384744,Hot Boyz,Missy Elliott & Nas & Eve & Q-Tip
33,/wiki/Back_Here,2000,2000-2005,33,other,344,19.050344462109166,3.854651162790698,0.3939393939393939,0.10465116279069768,0.1948900772430184,0.2238372093023256,Back Here,BBMak
34,/wiki/It_Feels_So_Good,2000,2000-2005,34,other,319,58.97966143888474,3.833855799373041,0.13333333333333333,0.0877742946708464,0.1953277092796885,0.23510971786833856,It Feels So Good,Sonique
35,/wiki/Absolutely_(Story_of_a_Girl),2000,2000-2005,35,other,399,55.73670212765957,3.817042606516291,0.05128205128205128,0.10776942355889724,0.2618427902134305,0.2756892230576441,Absolutely (Story of a Girl),Nine Days
36,/wiki/With_Arms_Wide_Open,2000,2000-2005,36,other,227,28.98610302677532,4.022026431718062,0.23529411764705882,0.21145374449339208,0.29850746268656714,0.3700440528634361,With Arms Wide Open,Creed
37,/wiki/Be_with_You_(Enrique_Iglesias_song),2000,2000-2005,37,other,280,22.52539242843952,3.335714285714286,0.32,0.16071428571428573,0.2827699917559769,0.2857142857142857,Be with You,Enrique Iglesias
38,/wiki/Come_On_Over_Baby_(All_I_Want_Is_You),2000,2000-2005,38,other,551,13.974471155450267,3.4627949183303084,0.1925925925925926,0.07985480943738657,0.26277372262773724,0.20508166969147004,Come On Over Baby (All I Want Is You),Christina Aguilera
39,/wiki/No_More_(Ruff_Endz_song),2000,2000-2005,39,other,716,16.531105238925676,3.7527932960893855,0.0743801652892562,0.09776536312849161,0.23856975381008205,0.2122905027932961,No More,Ruff Endz
40,/wiki/All_the_Small_Things,2000,2000-2005,40,other,266,5.554932219408553,2.969924812030075,0.75,0.12030075187969924,0.25118483412322273,0.23308270676691728,All the Small Things,Blink 182
41,/wiki/The_Way_You_Love_Me_(Faith_Hill_song),2000,2000-2005,41,other,348,17.537255916203286,3.514367816091954,0.2894736842105263,0.08908045977011494,0.22038216560509555,0.20977011494252873,The Way You Love Me,Faith Hill
42,/wiki/I_Turn_to_You_(All-4-One_song),2000,2000-2005,42,other,350,20.280540388282198,3.5914285714285716,0.07317073170731707,0.12571428571428572,0.3031055900621118,0.26571428571428574,I Turn to You,Christina Aguilera
43,/wiki/Never_Let_You_Go_(Third_Eye_Blind_song),2000,2000-2005,43,other,341,18.70548828343985,3.844574780058651,0.12857142857142856,0.12609970674486803,0.2683222289521502,0.2785923753665689,Never Let You Go,Third Eye Blind
44,/wiki/I_Need_You_(LeAnn_Rimes_song),2000,2000-2005,44,other,198,36.04753521126761,3.8181818181818183,0.06666666666666667,0.22727272727272727,0.34554973821989526,0.41414141414141414,I Need You,LeAnn Rimes
45,/wiki/Thank_God_I_Found_You,2000,2000-2005,45,other,306,61.2,4.2745098039215685,0.11363636363636363,0.2222222222222222,0.32838589981447125,0.38562091503267976,Thank God I Found You,Mariah Carey & Joe & 98 Degrees
46,/wiki/Let%27s_Get_Married_(Jagged_Edge_song),2000,2000-2005,46,other,600,43.66810430537366,3.8066666666666666,0.09770114942528736,0.12166666666666667,0.24476484723652592,0.225,Let's Get Married,Jagged Edge
47,/wiki/My_Love_Is_Your_Love_(song),2000,2000-2005,47,other,582,22.41777777777778,4.013745704467354,0.13168724279835392,0.10824742268041238,0.21106557377049182,0.21305841924398625,My Love Is Your Love,Whitney Houston
48,/wiki/Then_the_Morning_Comes,2000,2000-2005,48,other,244,35.58333333333333,3.860655737704918,0.08695652173913043,0.13524590163934427,0.28847771236333053,0.3155737704918033,Then the Morning Comes,Smash Mouth
49,/wiki/Blue_(Da_Ba_Dee),2000,2000-2005,49,other,597,9.547355172897998,2.9313232830820772,0.2641509433962264,0.021775544388609715,0.14863713798977854,0.12060301507537688,Blue (Da Ba Dee),Eiffel 65
50,/wiki/Desert_Rose_(Sting_song),2000,2000-2005,50,other,331,22.69742298578199,3.697885196374622,0.17061611374407584,0.1268882175226586,0.27863577863577865,0.29607250755287007,Desert Rose,Sting & Cheb Mami
51,/wiki/The_Real_Slim_Shady,2000,2000-2005,51,other,1021,45.71309374488739,3.9461312438785505,0.08174386920980926,0.22624877571008814,0.3512022073314939,0.34573947110675807,The Real Slim Shady,Eminem
52,/wiki/Most_Girls_(Pink_song),2000,2000-2005,52,other,525,39.513954728608674,3.6666666666666665,0.10828025477707007,0.06857142857142857,0.20709335507541785,0.19238095238095237,Most Girls,Pink
53,/wiki/Wifey_(song),2000,2000-2005,53,other,510,27.166415536581283,3.815686274509804,0.13095238095238096,0.1784313725490196,0.2928019520130134,0.32745098039215687,Wifey,Next
54,/wiki/Wonderful_(Everclear_song),2000,2000-2005,54,other,600,7.742257742257742,3.506666666666667,0.5869565217391305,0.105,0.24306326304106549,0.21666666666666667,Wonderful,Everclear
55,/wiki/Oops!..._I_Did_It_Again_(song),2000,2000-2005,55,other,361,14.941159420289853,3.709141274238227,0.25,0.16620498614958448,0.2896592244418331,0.28254847645429365,Oops!... I Did It Again,Britney Spears
56,/wiki/I_Wanna_Love_You_Forever,2000,2000-2005,56,other,368,54.955742620914194,3.766304347826087,0.10679611650485436,0.1956521739130435,0.3323847467273762,0.35054347826086957,I Wanna Love You Forever,Jessica Simpson
57,/wiki/Give_Me_Just_One_Night_(Una_Noche),2000,2000-2005,57,other,342,22.894103773584906,3.5701754385964914,0.1111111111111111,0.15789473684210525,0.2765685019206146,0.2719298245614035,Give Me Just One Night (Una Noche),98 Degrees
58,/wiki/Take_a_Picture_(Filter_song),2000,2000-2005,58,other,270,12.886363636363637,4.177777777777778,0.20512820512820512,0.040740740740740744,0.18639262934089298,0.1962962962962963,Take a Picture,Filter
59,/wiki/Otherside,2000,2000-2005,59,other,305,22.094846900672145,3.6131147540983606,0.09210526315789473,0.2360655737704918,0.31657223796033995,0.3475409836065574,Otherside,Red Hot Chili Peppers
60,/wiki/Big_Pimpin%27,2000,2000-2005,60,other,796,49.17073443797582,3.4824120603015074,0.06451612903225806,0.22236180904522612,0.37024883784522833,0.3630653266331658,Big Pimpin',Jay-Z & UGK
61,/wiki/A_Puro_Dolor,2000,2000-2005,61,other,257,80.34799264515627,3.9299610894941632,0.03333333333333333,0.28793774319066145,0.41627172195892576,0.5252918287937743,Purest of Pain (A Puro Dolor),Son by Four
62,/wiki/He_Can%27t_Love_U,2000,2000-2005,62,other,647,14.254774226289943,3.2890262751159196,0.26282051282051283,0.09119010819165378,0.23290136789056876,0.17001545595054096,He Can't Love U,Jagged Edge
63,/wiki/Separated_(song),2000,2000-2005,63,other,532,10.748571428571429,3.768796992481203,0.33513513513513515,0.10902255639097744,0.2454688731284476,0.22180451127819548,Separated,Avant
64,/wiki/I_Wish_(Carl_Thomas_song),2000,2000-2005,64,other,251,33.61607142857143,3.4860557768924303,0.2,0.20717131474103587,0.33511111111111114,0.3426294820717131,I Wish,Carl Thomas
65,/wiki/U_Know_What%27s_Up,2000,2000-2005,65,other,465,13.318185809624165,3.576344086021505,0.16666666666666666,0.11827956989247312,0.22068328716528163,0.1956989247311828,U Know What's Up,Donell Jones
66,/wiki/Faded_(soulDecision_song),2000,2000-2005,66,other,605,51.08747698400215,3.862809917355372,0.12727272727272726,0.08099173553719008,0.22372881355932203,0.2396694214876033,Faded,soulDecision & Thrust
67,/wiki/Only_God_Knows_Why,2000,2000-2005,67,other,308,29.944444444444443,3.8181818181818183,0.07692307692307693,0.30194805194805197,0.4303882195448461,0.5032467532467533,Only God Knows Why,Kid Rock
68,/wiki/Shake_Ya_Ass,2000,2000-2005,68,other,853,49.10361842105263,3.9695193434935523,0.09295774647887324,0.1746776084407972,0.3127204326357865,0.3071512309495897,Shake Ya Ass,Mystikal
69,/wiki/Bag_Lady,2000,2000-2005,69,other,445,14.955687174398413,3.350561797752809,0.08955223880597014,0.15955056179775282,0.27889060092449924,0.26741573033707866,Bag Lady,Erykah Badu
70,/wiki/Meet_Virginia,2000,2000-2005,70,other,293,32.17991452991453,4.1331058020477816,0.06,0.22525597269624573,0.35638297872340424,0.38566552901023893,Meet Virginia,Train
71,/wiki/Party_Up_(Up_in_Here),2000,2000-2005,71,other,880,23.503578979545047,3.8034090909090907,0.08305647840531562,0.18977272727272726,0.3136660447761194,0.31022727272727274,Party Up (Up in Here),DMX
72,/wiki/Case_of_the_Ex,2000,2000-2005,72,other,751,28.530405766492265,3.7163781624500665,0.12437810945273632,0.05858854860186418,0.20727272727272728,0.17976031957390146,Case of the Ex (Whatcha Gonna Do),Mýa
73,/wiki/Forgot_About_Dre,2000,2000-2005,73,other,910,82.15149827900385,3.99010989010989,0.03048780487804878,0.25164835164835164,0.35178727114210984,0.37362637362637363,Forgot About Dre,Dr. Dre & Eminem
74,/wiki/That%27s_the_Way_(Jo_Dee_Messina_song),2000,2000-2005,74,other,386,29.93509546778876,3.790155440414508,0.09734513274336283,0.21761658031088082,0.3017241379310345,0.3393782383419689,That's the Way,Jo Dee Messina
75,/wiki/Swear_It_Again,2000,2000-2005,75,other,428,24.483003788468526,3.5817757009345796,0.10891089108910891,0.11682242990654206,0.2831723436705643,0.2616822429906542,Swear It Again,Westlife
76,/wiki/The_Next_Episode,2000,2000-2005,76,other,461,54.89935930512556,3.592190889370933,0.061224489795918366,0.3036876355748373,0.42538354253835425,0.46637744034707157,The Next Episode,Dr. Dre & Snoop Dogg
77,/wiki/From_the_Bottom_of_My_Broken_Heart,2000,2000-2005,77,other,396,28.43076923076923,3.727272727272727,0.13513513513513514,0.12373737373737374,0.2646744930629669,0.28535353535353536,From the Bottom of My Broken Heart,Britney Spears
78,/wiki/Crash_and_Burn_(Savage_Garden_song),2000,2000-2005,78,other,496,47.345454545454544,3.618951612903226,0.09558823529411764,0.06451612903225806,0.19773024879965082,0.19153225806451613,Crash and Burn,Savage Garden
79,/wiki/Yes!_(song),2000,2000-2005,79,other,264,38.872147548754064,3.6363636363636362,0.05660377358490566,0.26136363636363635,0.3830480847595762,0.42803030303030304,Yes!,Chad Brock
80,/wiki/The_Best_Day_(George_Strait_song),2000,2000-2005,80,other,284,75.61572498298162,3.869718309859155,0.12048192771084337,0.2711267605633803,0.36777456647398843,0.4507042253521127,The Best Day,George Strait
81,/wiki/Where_I_Wanna_Be_(Donell_Jones_song),2000,2000-2005,81,other,411,49.47222222222222,3.48661800486618,0.12264150943396226,0.1435523114355231,0.2737580993520518,0.2871046228710462,Where I Wanna Be,Donell Jones
82,/wiki/How_Do_You_Like_Me_Now%3F!_(song),2000,2000-2005,82,other,292,51.54667217289559,3.7260273972602738,0.05970149253731343,0.2534246575342466,0.36107091172214184,0.4075342465753425,How Do You Like Me Now?!,Toby Keith
83,/wiki/My_Best_Friend_(Tim_McGraw_song),2000,2000-2005,83,other,298,46.48006397381536,3.674496644295302,0.14285714285714285,0.1644295302013423,0.29555236728837875,0.3422818791946309,My Best Friend,Tim McGraw
84,/wiki/Broadway_(Goo_Goo_Dolls_song),2000,2000-2005,84,other,333,93.39661985903865,4.2192192192192195,0.07017543859649122,0.13213213213213212,0.25906735751295334,0.32432432432432434,Broadway,Goo Goo Dolls
85,/wiki/What%27chu_Like,2000,2000-2005,85,other,568,75.08677078265926,3.811619718309859,0.053763440860215055,0.27816901408450706,0.3593864134404675,0.40316901408450706,What'chu Like,Da Brat & Tyrese
86,/wiki/Don%27t_Think_I%27m_Not,2000,2000-2005,86,other,489,30.227248125957047,4.171779141104294,0.09473684210526316,0.12065439672801637,0.18103109012199922,0.21267893660531698,Don't Think I'm Not,Kandi
87,/wiki/I_Hope_You_Dance_(song),2000,2000-2005,87,other,313,58.325300834131,4.0287539936102235,0.1619047619047619,0.15654952076677317,0.3103229892336922,0.3706070287539936,I Hope You Dance,Lee Ann Womack & Sons of the Desert
88,/wiki/Better_Off_Alone_(Alice_DeeJay_song),2000,2000-2005,88,other,103,9.363636363636363,3.7864077669902914,0.6,0,0.15447154471544716,0.10679611650485436,Better Off Alone,Alice Deejay
89,/wiki/Dance_with_Me_(Debelah_Morgan_song),2000,2000-2005,89,other,506,21.72250252270434,3.6205533596837944,0.25308641975308643,0.07905138339920949,0.21642429426860565,0.17786561264822134,Dance with Me,Debelah Morgan
90,/wiki/What_About_Now_(Lonestar_song),2000,2000-2005,90,other,300,91.94790475919996,4.2,0.046511627906976744,0.24,0.32122370936902483,0.4266666666666667,What About Now,Lonestar
91,/wiki/I_Like_It_(Sammie_song),2000,2000-2005,91,other,470,19.656851751597948,3.297872340425532,0.3163265306122449,0.125531914893617,0.2664359861591695,0.23617021276595745,I Like It,Sammie
92,/wiki/24/7_(Kevon_Edmonds_song),2000,2000-2005,92,other,243,80.35977505960402,3.7242798353909463,0.0847457627118644,0.3497942386831276,0.4673060156931125,0.5432098765432098,24/7,Kevon Edmonds
93,/wiki/Girl_on_TV,2000,2000-2005,93,other,595,60.073062887888554,3.7025210084033615,0.05527638190954774,0.0907563025210084,0.2338680926916221,0.24369747899159663,Girl on TV,LFO
94,/wiki/Bounce_with_Me,2000,2000-2005,94,other,757,28.972951053669675,3.583883751651255,0.14652014652014653,0.178335535006605,0.30483592400690845,0.30250990752972257,Bounce with Me,Lil' Bow Wow & Xscape
95,/wiki/Cowboy_Take_Me_Away,2000,2000-2005,95,other,246,26.09987966305656,3.5569105691056913,0.12359550561797752,0.11788617886178862,0.30357142857142855,0.3089430894308943,Cowboy Take Me Away,Dixie Chicks
96,/wiki/I_Don%27t_Wanna_(Aaliyah_song),2000,2000-2005,96,other,590,12.575963718820862,3.8084745762711862,0.288,0.13050847457627118,0.2322308233638283,0.21525423728813559,I Don't Wanna,Aaliyah
97,/wiki/Independent_Women_Part_I,2000,2000-2005,97,other,10504,70.72205124204217,4.4933358720487435,0.011779448621553884,0.15451256664127952,0.3753314500615241,0.24723914699162225,Independent Women Part I,Destiny's Child
98,/wiki/Gotta_Tell_You_(song),2000,2000-2005,98,other,362,18.22335167090894,3.787292817679558,0.20253164556962025,0.1464088397790055,0.25632183908045975,0.2596685082872928,Gotta Tell You,Samantha Mumba
99,/wiki/Waiting_for_Tonight,2000,2000-2005,99,other,358,17.581930016402403,3.717877094972067,0.20192307692307693,0.13966480446927373,0.2565165876777251,0.2737430167597765,Waiting for Tonight,Jennifer Lopez
100,/wiki/Shackles_(Praise_You),2000,2000-2005,100,other,550,19.137967240655186,3.6618181818181816,0.1791044776119403,0.12545454545454546,0.2391135303265941,0.21636363636363637,Shackles (Praise You),Mary Mary
101,/wiki/Hanging_by_a_Moment,2001,2000-2005,1,top20,268,32.38925729442971,4.115671641791045,0.13846153846153847,0.05970149253731343,0.2321167883211679,0.27611940298507465,Hanging by a Moment,Lifehouse
102,/wiki/Fallin%27_(Alicia_Keys_song),2001,2000-2005,2,top20,231,22.05,3.4675324675324677,0.1774193548387097,0.1471861471861472,0.28462273161413565,0.2727272727272727,Fallin',Alicia Keys
103,/wiki/All_for_You_(Janet_Jackson_song),2001,2000-2005,3,top20,821,24.39172894411077,3.630937880633374,0.09090909090909091,0.06699147381242387,0.18856098197962914,0.17904993909866018,All for You,Janet Jackson
104,/wiki/Drops_of_Jupiter_(Tell_Me),2001,2000-2005,4,top20,450,19.0502961825362,3.7555555555555555,0.24277456647398843,0.19333333333333333,0.3186915887850467,0.35333333333333333,Drops of Jupiter (Tell Me),Train
105,/wiki/I%27m_Real_(Jennifer_Lopez_song),2001,2000-2005,5,top20,678,22.91457443227173,3.650442477876106,0.09696969696969697,0.05752212389380531,0.18346007604562736,0.15486725663716813,I'm Real,Jennifer Lopez & Ja Rule
106,/wiki/If_You%27re_Gone_(Matchbox_Twenty_song),2001,2000-2005,6,top20,344,33.25333333333333,3.747093023255814,0.12857142857142856,0.11337209302325581,0.2694647201946472,0.27906976744186046,If You're Gone,Matchbox Twenty
107,/wiki/Let_Me_Blow_Ya_Mind,2001,2000-2005,7,top20,577,114.23114127717753,3.7868284228769498,0.02926829268292683,0.28942807625649913,0.40794223826714804,0.45233968804159447,Let Me Blow Ya Mind,Eve & Gwen Stefani
108,/wiki/Thank_You_(Dido_song),2001,2000-2005,8,top20,242,46.55736040609137,3.371900826446281,0.12727272727272726,0.256198347107438,0.38978240302743616,0.4090909090909091,Thank You,Dido
109,/wiki/Again_(Lenny_Kravitz_song),2001,2000-2005,9,top20,304,29.386666666666667,3.6151315789473686,0.1388888888888889,0.15460526315789475,0.21754636233951496,0.24342105263157895,Again,Lenny Kravitz
110,/wiki/Independent_Women_Part_I,2001,2000-2005,10,top20,10504,70.72205124204217,4.4933358720487435,0.011779448621553884,0.15451256664127952,0.3753314500615241,0.24723914699162225,Independent Women Part I,Destiny's Child
111,/wiki/Hit_%27Em_Up_Style_(Oops!),2001,2000-2005,11,top20,686,35.60417070679647,3.561224489795918,0.084070796460177,0.10349854227405247,0.2434231378763867,0.239067055393586,Hit 'Em Up Style (Oops!),Blu Cantrell
112,/wiki/It_Wasn%27t_Me,2001,2000-2005,12,top20,608,57.47426371984225,3.78125,0.05128205128205128,0.15953947368421054,0.30679877007174583,0.3223684210526316,It Wasn't Me,Shaggy & Rikrok
113,/wiki/Stutter_(Joe_song),2001,2000-2005,13,top20,632,15.856834532374101,4.1534810126582276,0.3013698630136986,0.0981012658227848,0.21206581352833637,0.19778481012658228,Stutter,Joe & Mystikal
114,/wiki/It%27s_Been_Awhile,2001,2000-2005,14,top20,269,42.33704528582034,3.966542750929368,0.2857142857142857,0.1895910780669145,0.3258426966292135,0.35315985130111527,It's Been Awhile,Staind
115,/wiki/U_Remind_Me,2001,2000-2005,15,top20,627,25.530300109866808,3.3684210526315788,0.15476190476190477,0.10207336523125997,0.2367748996716527,0.19457735247208932,U Remind Me,Usher
116,/wiki/Where_the_Party_At,2001,2000-2005,16,top20,829,18.225808500839072,3.41978287092883,0.16104868913857678,0.16284680337756333,0.3180461329715061,0.2762364294330519,Where the Party At,Jagged Edge & Nelly
117,/wiki/Angel_(Shaggy_song),2001,2000-2005,17,top20,542,42.048440931049626,4.084870848708487,0.10050251256281408,0.08671586715867159,0.27691192461036607,0.2859778597785978,Angel,Shaggy & Rayvon
118,/wiki/Ride_wit_Me,2001,2000-2005,18,top20,1002,48.85905237973781,3.5019960079840318,0.058823529411764705,0.17065868263473055,0.28843176288431766,0.2744510978043912,Ride wit Me,Nelly & City Spud
119,/wiki/Follow_Me_(Uncle_Kracker_song),2001,2000-2005,19,top20,351,50.05069806907737,3.7635327635327633,0.09722222222222222,0.08262108262108261,0.22156045265038712,0.24216524216524216,Follow Me,Uncle Kracker
120,/wiki/Peaches_%26_Cream_(112_song),2001,2000-2005,20,top20,578,44.15720323410511,3.783737024221453,0.13855421686746988,0.11764705882352941,0.23694634497659345,0.23356401384083045,Peaches & Cream,112
121,/wiki/Drive_(Incubus_song),2001,2000-2005,21,other,238,11.63383411269194,3.819327731092437,0.09375,0.1722689075630252,0.32722513089005234,0.35294117647058826,Drive,Incubus
122,/wiki/What_Would_You_Do%3F_(City_High_song),2001,2000-2005,22,other,648,70.25552603368561,3.5354938271604937,0.03488372093023256,0.13425925925925927,0.26413816457839484,0.26697530864197533,What Would You Do?,City High
123,/wiki/Survivor_(Destiny%27s_Child_song),2001,2000-2005,23,other,720,15.903640723784608,3.9375,0.18407960199004975,0.12083333333333333,0.20116375727348296,0.1875,Survivor,Destiny's Child
124,/wiki/Lady_Marmalade#Moulin_Rouge!_version,2001,2000-2005,24,other,485,16.46951376689783,4.078350515463917,0.06172839506172839,0.26597938144329897,0.35426731078904994,0.38762886597938145,Lady Marmalade,Christina Aguilera & Lil' Kim & Mýa & Pink
125,/wiki/Ms._Jackson,2001,2000-2005,25,other,695,58.39139344262295,3.9913669064748203,0.0449438202247191,0.24172661870503598,0.34655172413793106,0.3712230215827338,Ms. Jackson,Outkast
126,/wiki/Love_Don%27t_Cost_a_Thing_(song),2001,2000-2005,26,other,646,31.08234126984127,3.676470588235294,0.09289617486338798,0.11609907120743033,0.23509933774834438,0.22445820433436534,Love Don't Cost a Thing,Jennifer Lopez
127,/wiki/The_Way_You_Love_Me_(Faith_Hill_song),2001,2000-2005,27,other,348,17.537255916203286,3.514367816091954,0.2894736842105263,0.08908045977011494,0.22038216560509555,0.20977011494252873,The Way You Love Me,Faith Hill
128,/wiki/He_Loves_U_Not,2001,2000-2005,28,other,514,25.95959595959596,3.67704280155642,0.14516129032258066,0.09922178988326848,0.26217228464419473,0.245136186770428,He Loves U Not,Dream
129,/wiki/Butterfly_(Crazy_Town_song),2001,2000-2005,29,other,676,23.33809523809524,3.8476331360946747,0.12280701754385964,0.19822485207100593,0.2779805352798054,0.2988165680473373,Butterfly,Crazy Town
130,/wiki/Put_It_on_Me_(Ja_Rule_song),2001,2000-2005,30,other,701,43.59246936520691,3.6619115549215406,0.09049773755656108,0.16262482168330955,0.30158730158730157,0.28245363766048504,Put It on Me,Ja Rule & Lil' Mo & Vita
