field,missing_rows,missing_percent
danceability,2911,85.69325875772741
energy,2911,85.69325875772741
key,2911,85.69325875772741
loudness,2911,85.69325875772741
mode,2911,85.69325875772741
speechiness,2911,85.69325875772741
acousticness,2911,85.69325875772741
instrumentalness,2911,85.69325875772741
liveness,2911,85.69325875772741
valence,2911,85.69325875772741
tempo,2911,85.69325875772741
duration_ms,2911,85.69325875772741
time_signature,2911,85.69325875772741
